Sentence,Label,group

You've raised a different an interesting point about performance though. You find that the slow-down is actually in addToVector, where it converts a String to byte[]? The thing is, the corresponding line in the ""fast"" version skips this step and adds null.

Indeed, also passing null in the ""normal"" version makes it twice as fast for me. It's still twice as slow as the ""fast"" version though. But I do wonder whether the example deserves a bit more attention. I may not know what I'm doing. Is that a difference that shouldn't exist between the two benchmarks?",0,2
"(In reply to comment #29)
> (In reply to comment #28)
> > Created an attachment (id=19576) [edit] [edit]
> > main patch file
> > 
> 
> I'v had problems again applying the patch: something went wrong with FontSetup,
> looks like the patch wants to remove this file entirely, which I don't think
> should be the case.

Hmm..  not sure quite why that happened.

> Also, why did you change the DEFAULT_STRICT_FO_VALIDATION constant into
> DEFAULT_STRICT_VALIDATION? I think it would be clearer to leave it as is.

Have done.",0,2
(This is the Debian build of the 1.0.6 RC that Sylvain just put up),0,2
[~acmurthy] did you commit to both branch-1.2 and branch-1?,0,2
"[~anchela], which improvements do you have in mind?",0,2
[~apresta] thanks for the fast review.,1,2
[~arpitgupta] thanks for helping narrow this down!,1,2
"[~bikassaha] Thanks for the heads-up Bikas! This JIRA is not concerned with the Tez integration for Pig and is simply the abstraction in Pig to allow for alternate ExecutionEngines in Pig. But will certainly change this on the Tez integration side of stuff.

Thanks a lot [~cheolsoo] for continuing this! I think everything looks good from my end. I can certainly see why we may want to keep this on a different branch until everything is finalized. Certain things may still need more work. For example, OutputStats is not completed abstracted out, as it still has references to POStore which is a MR implementation construct. ScriptState/PPNL/JobStats may still need more abstraction (especially PPNL) and reworking to incorporate a new ExecutionEngine abstraction. I think what we have done here is the minimum foundation for an abstraction though, and it would be appropriate to put into trunk, but these are not my decisions to make. 

With regard to public methods that were changed, I don't think most of them are a big deal, besides as Cheolsoo said, the PigServer throwing PigException. I never thought IOException was a good exception to throw, but I think reverting PigServer back to IOException as it is userfacing code is not a big deal. The rest of the method signature changes shouldn't be worrisome because most of them are internal to the project. 

However, the change from JobStats to MRJobStats, while necessary (as each ExecutionEngine would have it's own type of JobStats it would present to the end user), could be problematic because it is userfacing code and would probably break people who were previously using JobStats. That I think is the most important thing to keep in mind. The task of making the PPNL and JobStats clearly tied to the ExecutionEngine should be thought through also.",1,2
[~brocknoland] Did this not patch?,0,2
[~hustlmsp] I've created JIRA BOOKKEEPER-603 for the issue.,0,2
"[~mbo], yes & yes, IMHO.",0,2
"[~mikelid] Please take a look at the patch when you get a chance. If it looks fine, you can go ahead and commit using ""git am <patch file>"".",0,2
[~sershe] sorry for late reply. I upload the patch to https://reviews.facebook.net/D13341. Could you help to review it ? thx.,-1,2
"[~shreepadma] thank you for working on it. 

Do you have plan when you submit a patch? I know it takes efforts to code and test in 4 different types of databases. 

Would you please release mysql version first? Then file a jira to follow up Postgres/Oracle/Derby. Just a suggestion for fast release but up to you to decide. 

thanks a lot again Tim",1,2
[~thiru_mg] - thanks for the patch! Looking forward to it landing in 1.7.0,1,2
"{quote}
...but even if we don't do that, i suppose it's also conceivable that someone might have their own Similarity implementation that is expensive to instantiate (ie: maintains some big in memory data structures?) and might want to be able to declare one instance and then refer to it by name in many different fieldType declarations.
{quote}

I don't think this is really a use case we need to support: the purpose of Similarity today is to do term weighting, not to be a huge data-structure holder.

While I know Mike's original patch went this way with LUCENE-2392 (e.g. norms), I'm not sure i like it being in Similarity in the future either.

Otherwise concepts like lazy-loading norms and all this other stuff get pushed onto the sim, which is an awkward place (imagine if you have many fields). 

So, I think we shouldn't really design for abuses of the API. If there are other use cases for ""named similarity"" that have to do with term weighting, I'm interested.
",0,2
"{quote}
Adriano: Can you summarize all your changes in both issues into a changes.txt entry for both branches?
{quote}

Hi Uwe, yes, I can do it, I will need to review the entire code again (3x and trunk). I plan to do this during the weekend. But if you want, commit Vinicius's code and I commit the changes to changes.txt later ;)",0,2
"{quote}
because they are non-javadoc Eclipse-related only, and not everybody uses Eclipse.
{quote}

ouch... sorry about that. You will not see that again.",-1,2
"{quote}
I don't really know much about NamedSPILoader but I think what you're suggesting. How would we support Factories loading unrelated classes like they can through ResourceLoader now? Assume they're on the classpath and use Class.forName?
{quote}

It needs more discussion (and input from Uwe would help!), but it works like Charset.forName(""ASCII"") etc. We use this already for codecs and postingsformats (Codec.forName, Codec.listAllCodecs, ...).

Have a look at lucene/core/src/resources/META-INF/services for the idea. Basically you ""register"" your classes in
your jar file this way: additional jar files (e.g. look at lucene/test-framework/src/resources/META-INF) can load more classes.

So this could support some idea like TokenizerFactory.forName(""Whitespace"") or something simple like that. So someone would not need to use org.apache.solr.analysis.xxx namespace to be able to load their analyzer stuff easily, they use whatever package they want and register in their META_INF. And added jar files (other analysis jars), are automatically available this way.

I think Uwe mentioned this idea before, though I think he had Analyzers in mind (e.g. provide language code and get back analyzer or something). Anyway thats for another issue :)

Just something worth consideration if we want to make these modules really pluggable. On the other hand we shouldn't use anything overkill if its not the right fit... ",1,2
"{quote}
I don't think it makes sense to argue about who the exception messages are for [...]
{quote}

I think the opposite, because it has an impact on the library design.
Not that CM cannot go on with the current way; but my point is that Luc and you are focusing on top-level users while stressing that CM in a low-level component. To me, that is a blatant contradiction that produces drawbacks which I presented in several usage examples (which you didn't address), while you always reply with a single use case where the user is yourself (i.e. a CM developer). Anyone else who is using a high-level application based on CM will be baffled by the ""detailed exception message"" because, in all but the most trivial case, his actions will have only a remote connection to the exception triggered by CM.
I'm pinpointing at a minute detail of the design of CM, explaining that it can come in the way of some direct users of CM. The current long list of errors is in fact imposing your view (of what is important) to future application developers. [As an example, let's say that someone wants to create a GUI (e.g. for the statistician referred to above), he will want to define his own detailed error messages to be displayed in the GUI with a formatting of his choice. The statistician will never see the messages created by CM.]
If a CM exception (resulting from a precondition violation) reaches the end-user level, it means there was some unanticipated problem in the call chain. And to correct it, one would need more than just the ""detailed message"": the end-user will pass the stack trace to the application developer, who will correct a possible bug in his code (such as a missing check of a precondition) or pass it on the the CM developers.
",0,2
"{quote}
This wasn't a problem with my patch, right?  That was an issue of the mahout script in trunk itself?
{quote}

Yes it was a problem with the script in trunk. I believe this was due to the fact that the job files were on the classpath instead of all of the dependency jars. Adding the job files to the classpath does not add the dependency jars they contain to the classpath as well. So, no you didn't add this, but it should be fixed (and is in the patch)




Yep, that should do it, as long as MAHOUT_CONF_DIR appears before src/main/resources, we should be good to go. It should be added outside of the section of the script that determines if -core has been specified on the command-line.

",0,2
"{quote}
Totally didn't know we support IN for DELETE. 

Would prefer to fix by offering IN for for the other statements as well. The Antlr doesn't look too daunting w/ DELETE as an example (knock on wood). Can take a stab at that tomorrow.
{quote}

This is {{multiget_slice()}} / {{multiget_count()}} and was intentionally omitted (remember?).  Not saying this is decision that can't be revisited, just reminding.

Oh, and if we do move forward, it's post-0.8, we're in a feature-freeze. :)",1,2
"@Andy
Thanks for pointing it out.  We did  not take the latest patch by mistake and thought this change was missing.  Sorry about that.
But still i think this JIRA we can use to solve 
{code}
org.apache.hadoop.hbase.mapreduce.TestImportExport.testSimpleCase
org.apache.hadoop.hbase.mapreduce.TestImportExport.testWithDeletes
{code}
that has been failing in HBase-Trunk on hadoop 2.0.0 failing from build #45.  We are also facing some problems with these 2 testcases.",0,2
"@JMS & @stack 
Tks for your review and commtents, my reply as follows...
My intention was to set _executor_ explicitly if the call path is _main -> HbaseFsck -> initialPoolNumThreads -> run -> initialPoolNumThreads_, despite it should be no hurt if I remove this statement.

Tks for stack's suggestion !! this way is more safer if any unexpected call happens. So I changed the code snippet into following style. How do you think about this ?

bq.Can you do a trunk version to run hadoopqa?
No problem, I can do it later",1,2
@Lars I don't think it would be all that different. I'll take a crack next week (after dealing with the next round of HBASE-6055 stuff).,0,2
"@Marcelo I was thinking these changes:

{code}
-    public static AuthResult allow(String reason, User user, Permission.Action action, byte[] table) {
-      return new AuthResult(true, reason, user, action, table, null, null);
+    public static AuthResult allow(String reason, User user,
+        Permission.Action action, byte[] table,
+        Map<byte[], ? extends Collection<?>> families) {
{code}

@Andrew You think the above changes an issue?  If not I'll commit.",0,2
"@Owen - I'm working on getting Harmony working on Hadoop at present. We're pretty close, and have workarounds for most issues but the trick is to fix the issues in such a way that we can create a patch with a resolution that works for all the JREs. 

Yes, there are equivalent classes for both IBM Java and Harmony, so we could do something whereby it identifies the JRE and then loads the appropriate library, but I'm looking to see if there is a more extensible approach.

@Nicholas - Yes, Hadoop 0.20.x works just fine on IBM Java. I've submitted patches targeted for 0.20.3 - see HADOOP-6923 and HADOOP-6924 - that makes Hadoop 0.20.x work cross JRE.  The com.sun.security.auth classes were introduced with Hadoop 0.21",0,2
@Paul. Can we close this?,0,2
"@Ted Thanks for taking a look. Sure, I will make that change on commit. 
",1,2
"# In DataStorage.linkAllBlocks() you commented our the {{toDir.mkdir()}} part. You probably wanted to remove it.
# I would avoid all spelling, formatting, commenting, empty line changes, because they will make merging hard.
# Don't think introducing {{FINALIZED_DIR_NAME}} in {{MiniDFSCluster}} is a good idea. It is better than what we have now - a plain string {{current}}. {{DataStorage}} is a public class, we should rather add a public static method to it {{getFinalizedDirectoryName()}}. Then ""finalized"" will defined only in one place.",0,2
"+      if (!more) {
+        return false;
+      }
I was about to submit this same patch today, but I see you beat me to it :) Thanks Mark.",0,2
"+, looks good. Checking this in.",1,2
"+1

I committed this. Thanks, Hong!",1,2
"+1

I committed this. Thanks, Jothi!",1,2
"+1

I committed this. Thanks, Kay Kay!",1,2
"+1

Jihoon,
Thank you for your contribution.

Sergio,
Thank you for your review.",1,2
"+1

looks good - will commit if the tests pass",1,2
"+1

Looks good to me.

Thanks, Hyunsik!",1,2
"+1

Looks good to me. Thanks.",1,2
"+1

This is a very desired feature for me. Ship it!",1,2
"+1
I just committed this to branch 0.22.1. Thank you Benoy.",1,2
+1  looks good,1,2
+1  Looks good to me!,1,2
+1  Looks good to me.,1,2
+1 23 patch changes look trivial.  Thanks!,1,2
"+1 as well.  Patch looks good, like the javadoc, we get lots of users asking what those exceptions mean.",1,2
+1 code review,1,2
+1 Committed. Thanks Suresh,1,2
+1 for 0.95. Thanks.,1,2
"+1 for the patch, pending successful Jenkins run for the latest version.  The changes look good.  I verified on both Mac and Windows.  Thanks for addressing this, Andrey!  I'll commit this after Jenkins responds with +1 for the latest version.",1,2
+1 for this patch. Looks good.,1,2
+1 lgtm to get rid of the extra logging and to kill the child process.,0,2
"+1 looks good

Thanks,
Mayank",1,2
+1 looks good - all tests pass.,1,2
+1 looks good to me.,1,2
+1 Looks good to me.,1,2
+1 looks good to me. Trying it out.,1,2
+1 looks good.,1,2
+1 looks good.,1,2
+1 looks good.,1,2
"+1 looks good.
As for the naming: [JIRA].patch stands for trunk patch, IMO. Any branch designations can be add as qualifiers. Thanks",1,2
+1 Looks good. ,1,2
"+1 looks good.  Once it is committed, I will deploy it.  Thanks Sourygna.",1,2
+1 on cursory review.  I like the cleanup and the tightening checking target servername too before going ahead w/ op.,1,2
+1 Patch looks good,1,2
+1 patch looks good,1,2
+1 patch looks good.,1,2
+1 patch looks good.,1,2
+1 patch looks good.,1,2
+1 patch looks good.,1,2
"+1 patch looks good.

I have committed this.",1,2
+1 patch looks good.  Thanks a lot!,1,2
+1 patch looks good.  The checkstyle.xml is specified in hadoop-project-dist/pom.xml .,1,2
+1 patch looks good.  This cleans up a lot of code.,1,2
+1 patch looks good. Please submit the patch for verification so it can be committed into the trunk and merged all the way back. Thanks.,1,2
+1 thanks,1,2
"+1 Thanks Harsh, the patch looks good.

> Also, might it be reasonable to mark just isInSafeMode @InterfaceStability.Stable?

Since this is a new API, we are not sure if want to change it.  Let's leave it as-is for the moment.",1,2
+1 Thanks Sambavi,1,2
"+1 thanks, committed to cassandra-2.0 as commit 3a7093356ca032d9ce8767b2c47980aebe4bce60",1,2
+1 thanks. Don't forget to add line to CHANGES.txt when committing,1,2
+1 the new patch looks good.,1,2
+1 The patch looks good to me.,1,2
"+1 The patch looks good to me.
I will commit this later.",1,2
+1 the patch looks good.,1,2
+1 the patch looks good.,1,2
+1 the patch looks good.,1,2
+1 The patch looks good.,1,2
"+1 This looks good to me.
",1,2
"+1 This looks good to me. Existing configurations will still work with this patch, so there are no compatibility concerns.",1,2
+1 This looks good.,1,2
"+1 This patch looks good. Let's remove from 0.4, and work on a better implementation on 0.5",1,2
"+1 This patch looks reasonable to me.  Thanks, Hairong!",1,2
+1 with the read-ahead removal.,0,2
"+1, branch-2 patch looks good to me.  I'll commit this to branch-2 later today to give others a chance to comment.",1,2
"+1, Looks good, I will commit this patch.",1,2
"+1, looks good.  I'll commit once HCATALOG-239 is in.",1,2
"+1, looks good. Checking this in.",1,2
"+1, looks good. Will check this in once Jenkins gives its blessings.",1,2
"+1, patch looks good.
",1,2
"+1, Thanks!",1,2
"+1, the latest patch looks good to me.",1,2
+1!  Thanks!  I also ran with mvn clean install and it looks good.,1,2
+1.  Looks good to me.,1,2
+1. Code looks good.,1,2
+1. Just committed this to trunk and branch-0.23. Thanks Jason!,1,2
+1. Looks god. Thanks for making it better.,1,2
+1. Looks good to me.,1,2
+1. Patch looks good. I want to wait until FALCON-85 is committed to commit this else I'll have to regenerate the merge patch. Sorry about that. ,1,2
"+1. Patch looks good. Thanks Jian, and Zhijie, Bikas for the reviews.",1,2
+1. The patch looks good.,1,2
+11 Group (including QA) agrees this is not something for 17.,0,2
"<danielsh> yes we're aware of the recurrence
",0,2
"<pctony> Herbert, sorry we cannot do this.  The scope of the blemlist AIUI is at the SVN repo level - and we run a single repo for all the ASF projects.  However buildbot works at the per-project level. Short of perhaps re-writing all of our buildbot mechanisms from the SVN master this is not do-able. Sorry.
",-1,2
"<pctony> This has been done.  It should work just fine, I'll be doing some more work on JIRA later, and will force a re-index then, so this might look better after that. Have a look around.
",0,2
"> Alexander Shorin Not quite, I propose that the URLs remain the same. Merely the source code gets moved around. On release-packaging time, jquery.couch.js is pulled in from the other repo. 

I mean in long term vision (e.g. for CouchDB 3.0+). It's oblivious that for 2.x it will also available by old URL and new one (if any). But ok.

> jquery.js should stay the way it is as long as we ship Futon.
So when we replacing Futon with Fauxton (this will happens anyway) we also stops shipping with jquery.couch.js and his deps, correct? I want to clarify this moment since it is the main of this issue and to be sure that we all thinks about the same.

Sorry for such persistent questions! Thanks(:",-1,2
"> but I renamed a set of sstable files in data/ to the ""wrong"" version and it did not catch this at startup.
I'm not sure what you mean. Which is the ""wrong"" version: the legacy version?

> (does it still ignore tmp files at startup?)
I'll double check, but I assume so. I didn't change the check that removes tmp files, because it did it based on looking for TEMPFILE_MARKER anywhere in the file name, which should continue to work.",0,2
"> David Reiss writes:
> As I recall, Jonathan was the only person who really seemed to
> care about this issue, and he wasn't satisfied with my
> suggestion, so I put it aside. Chad also requested some changes
> to my diff for the JSON protocol. I'll try to reevaluate the
> status some time soon, but I am away from a computer today.

Jonathan - are you still in the loop on this one?  What do you think?

Given the fundamental differences in what a ""string"" is across different languages, there's unlikely to be a clean solution that suits everyone. Having a backwards-compatible compromise that works is much better than having nothing, though.
",0,2
"> Do you think attached patch is generic?

Nothing is generic until it's used in more than one place.  The above isn't complete (it needs, e.g., 'read()' and 'seek()' implementations) but it looks like a good start.  But the real question is to you: could you use the above?  Can you present the data and checksums as input streams that support read(byte[], int, int) and seek(long)?

It also assumes a particular checksum implementation, CRC32.  If we wish to allow for others, that aspect could be generalized by adding a codec-like interface for checksummers.  But I think we should probably skip that this iteration.
",0,2
"> Have checked in this change which can be reviewed here: http://fisheye6.atlassian.com/changelog/click/?cs=766349

> Would appreciate any feedback. 
I just have the feeling this entire ControlRegistry is growing over our heads.
Taking a look at many older applications with older Click releases, I can't stop thinking that Click was very good for years without it.
I also received a few custom components for maintenance and I don't think this change (nor ControlRegistry) is of any needed in them (or maybe simply I'm not getting the entire concept).

Of course, I'm a newbie, but my impression is that most of the advantages you list are for ClickClick. Is it possible that the problem is with the ClickClick  approach(and that should be changed), not with Click?

Many parts of Click are simple to understand and nice, but this one is not. Making it even more complex, is just a guarantee that users like me will understand it even less.

From what I saw, one of the most important parts of Click is backward compatibility. For this however, Click should remain very simple, otherwise it will get big and bloated(and it can't afford ""published"" experiments). Tapestry on the other and can do this since with every new version they throw aboard the entire compatibility, so ""experiments"" if go wrong are not that a problem - and history shows that complex things always go wrong sooner or later (latest one: with T5.2 they'll trow maven away now :) )

My wish is when I look at the Click source code to be able to quickly understand what's up there - cause only so I have a good feeling when I use it  in applications (otherwise I have that ""black box feeling"" - and it's not fun ). 
I think like this, are most users - those who prefer complex thing have a very huge choice of concurrent frameworks :). ",1,2
"> I've reading the specification and can't find any reference to transient session in Node.lock(). Do you mean that Node.lock() don't modify transient session because it performs a Node.save() internally (there is no need to call save)?

whether an implementation internally calls save() is an implementation detail. ""there's no need to call save"" means that there are no transient modifications which need to be saved by the client.

> My english is a little bad an sometimes perhaps I don't use the correct words and can't express my ideas in the rigth way.

no problem, most committers and a lot of people on the list are non-native english speaking  ;-)",1,2
"> If it's windows and it's a local filesystem URI, do the os-specific subbing.

You can't always tell whether it's a local filesystem URI.  Lots of relative paths are constructed that do not contain a scheme.",0,2
">Tilman Hausherr 

hello, finally it  works!
I just downloaded the revision 1535956, and bulded it with Ant.
and added the new *.jar to my project's build path.
it printed very well.

thank you very much.",1,2
0.14.3 is built with Java 1.5.,0,2
"1. My feeling is that ""if (file.lastModified() < now + ACCESS_TIME_RESOLUTION)"" is not necessary, since the lastModified value will already be truncated to the system resolution, but I do not think it is harmful.

2. I chose to throw exception only if file.canWrite, because I was trying to minimise the impact of the change. It's not clear to me whether setLastModified might work when !file.canWrite. However, it certainly must work (because of GC) if file.canWrite. I would consider moving the canWrite test outside of the setLastModified call, similar to getRecordIfStored, it just wasn't necessary to fix the immediate problem.

3. Well, not swallowed exactly, but caught and converted to failure return code (-1) e.g. see BLOBInDataStore.getSize. In any case, the javadoc for Property.getLength/getLengths documents -1 as a possible ""failure"" return code, so it had to be tested. I think if Property.getLength/getLengths throws an exception, that is already correctly handled.

Thanks for the quick response.

",1,2
1.2.x patch attached,0,2
"1) Yea, we'll need Java 6 for the future stuff. Wasn't sure what the project's posture on that is.
2) Not a problem... documentation is key.

However, I don't think this patch should be accepted as-is :-) There is a LOT of duplicate code in my patch. I did this because I didn't want to mess with the QueryRunner code if everyone thought my idea was stupid. However, there are a number of methods in the AsyncQueryRunner are improved from the QueryRunner (see DBUTILS-79).

I propose that we create a base or abstract class which both QueryRunner and AsyncQueryRunner extend. Thoughts?
",0,2
2633_20080122.patch: rewrite TestFsck so that MiniDFSCluster is shutdown properly between each test.,0,2
3.1.0-incubating released!,0,2
5226_20090212.patch: added license headers.,0,2
A patch file is attached here to address these problems. Many files have been touched. Sorry for it. But I'm sure there are more files than these that have i18n problems. I'd like to dig more into it as soon as these critical ones are resolved.,0,2
A patch for this. Thanks a lot.,1,2
a patch is attached to camel-606 also address this issue.,0,2
A PDF which demonstrates the problem,0,2
A Quickstart for the bug as Eclipse/Maven Project. Sorry for the delay.,-1,2
"abhi,

can this be assigned to someone

thanks
/sudha",1,2
"About EPL licence,please have a look at http://people.apache.org/~rubys/3party.html#category-b. Seems fine with some light constraints",0,2
"Actually i made a simple test on 2 small linkdb, and i didn't see any improvment. You're right. There is no need to add it.",0,2
"Actually now that I think of it, we never had anything exposed via jmx for the RM? Looks like this is the first bean we are adding. Is that right? I thought some of the work that Thomas did on web services was also exposed via jmx. No? ",0,2
"add 1 more reference overhead in the HRegion.
Update the patch.",0,2
add keyword [PATCH] to description.,0,2
Add this in once 0.20.2 clears.,0,2
added in rev 546223.  Thanks Will!,1,2
Added license headers.,0,2
"Added missing 2 *  package.html.

Some files need to be removed (svn del):
src/java/org/apache/commons/jexl/Arithmetic.java
src/java/org/apache/commons/jexl/parser/JEXLNode.java (*)
src/java/org/apache/commons/jexl/util/PropertyExecutor.java
src/java/org/apache/commons/jexl/util/BooleanPropertyExecutor.java
src/java/org/apache/commons/jexl/util/introspection/UberspectLoggable.java
src/java/org/apache/commons/jexl/util/GetExecutor.java

If on windows, you really need to remove it before applying the patch otherwise it will just keep using JEXLNode.java for a class named JexlNode...

The patch does not apply cleanly especially UberspectImpl & Introspector.
The ""best"" approach I've found yet is to force apply updates even if patch thinks it may have already been applied.
Then, for each of them, copy/paste the '.rej' content replacing the end of the original file with the content at the proper place; a quick regexp replace with '^+ ' to get rid of these '+' and it should be ok.

I wish I had a way to generate patches guaranteed to apply (a tool that would apply the patch to the original file & if rejects are found, re-create a patch for this file that replaces the whole content - delete all original content, add all new content - with the new one....)",0,2
Added patch generated from CXF 2.2.6,0,2
"Added the following to getRollbackOnly():

if (status == Status.STATUS_NO_TRANSACTION) {
    throw new IllegalStateException(""There is no transaction in progess."");
}
",0,2
Added to all-developers group which has this permission.,0,2
"Added to trunk in #1098800
3.x in #1098896

sorry about visad.UnimplementedException!",-1,2
Address the issue of extracting runtime library info from asm module. ,0,2
addressed review comments.  Thanks Vinod.,1,2
addressed the Cos and Balaji comments. Latest patch for yahoo security branch. ,0,2
Adds docid Field to the index for EnwikiDocMaker,0,2
"Adds leading ""/"" to root context of default plan.  ",0,2
"After applying Mathias patch the sample documents works fine.

Thanks Mathias.",1,2
"AfterDeploymentValidation#addDeploymentProblem failed.
since we have DELTASPIKE-262, we should just enable it again for v0.4.",0,2
"Agreed, the current behavior is incorrect, I just didn't want you disappointed. :-)

If you create your singleton jira patch before this one is applied, then just include them together and close this bug.

I agree that commit rights would make this simpler and supplying patches is the primary way to gain commit rights, so you are on the right path regardless what happens with Pax Web. :-)",1,2
"Ah great, thanks! 



",1,2
"ah, got it. thanks Ivan for explanation.",1,2
"ah, right -- skipping the clear would be buggy.  +1 again. :)",1,2
"Ah, this is in Solr-land, sorry, thought it was Lucene.
",-1,2
"Ahhh, sorry, didn't realise that set -e took care of it for you.  I will have to go back and work out why it's failing but not triggering my CI system.

As such, you can close this.
",0,2
"Aleksey, is the problem you mentioned is caused by this patch? If yes I can fix it and submit new patch ASAP.",0,2
"Alexei, the patch has been applied as expected. You can close the issue, thanks.",1,2
"All existing documentation/discussion from Moin Moin wiki now copied across to Confluence JIRA and re-formatted as appropriate.

Should now all be updating on Confluence wiki and retire Moin Moin in a couple of weeks when people have been able to check that their pages look ok on Confluence.",0,2
"All the regression tests ran cleanly with the patch.
Committed revision 1126468.

Thanks for fix, Ed!",1,2
"Also,
{noformat}
+        NetUtils.getDefaultSocketFactory(conf),
+        org.apache.hadoop.ipc.Client.getTimeout(conf), defaultPolicy).getProxy();{noformat}
indentation is wrong in the second line",0,2
"An updated documentation of the Processor is now at http://wiki.apache.org/solr/LanguageDetection

@Lance: What params were on your mind as candidates for keyword instead of true/false, and for what potential future reasons?",0,2
"And I notice that the marcuse/4338 line still doesn't have latency metrics, if you'd like me to re-run for those stats, I can. Just need to rebase off of CASSANDRA-6153 (or rewrite my tool to use a known good cassandra-stress; right now it just takes the one from the same branch it's testing.)",0,2
"And, Could you please explain detail?",0,2
"Andrew, patch applied at revision r428265, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected.
",1,2
"Andrey,  I don't quite understand this patch.  For instance, you didn't mention bcprov above but you remove some references to it in build/make/components/extra.xml and build/make/deploy.xml and confusingly the patch doesn't remove build/make/components/extra/bcprov.xml ?

This seems a little inconsistent.  Perhaps I'm missing something.
",0,2
"Anton and Spark, updated patch applied at revision r447348, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected.
",0,2
"Antonio, could you just create a patch file that I can apply.",0,2
any chance to get a patch also for this? :),1,2
"Any feedback on the updated patch?  I'm guessing it won't cleanly apply to trunk anymore since it's been two weeks, but if the general idea looks correct, I can update it to apply cleanly to the current trunk.",0,2
any progress on this issue?,0,2
Any reason not to commit this patch? It's been hanging around a long time.,0,2
Any thought of porting this patch to 10.1? I just ran derbyall on the 10.1 branch and this came up.,0,2
"Apllied at revision: 545149, thanks!
",1,2
Apparently this is not completely solved.,0,2
Applied branch.  Resolving.  Thanks for the patch Gary.,1,2
"applied in revision 411104
Paulex, please verify it resolves the issue",0,2
Applied patch into trunk and cxf-2.2.x branch  with thanks to William.,1,2
Applied patch with thanks to Chris.,1,2
Applied patch with thanks to William.,1,2
Applied the patch : At revision: 1051526,0,2
"Applied the patch into trunk with thanks to Luca after minor refactoring.
",1,2
Applied the patch with revision 170884.  Thanks Carlin for the detailed updates (and for all the fixed double-dashes :)).,1,2
Applied the patch. Thanks Dennis!,1,2
"Applied to branch and TRUNK.

Thanks for the patch Ramkrishna.",1,2
Applied to master and branch 1.2.x. Thanks Klaus.,1,2
"Applied to trunk revision 987457.

Thanks Bob.",1,2
Applied to TRUNK.  Thank you for the patch Erik.,1,2
Applied to trunk.  Thanks Elliott.,1,2
Applied to trunk. Thanks Andrey,1,2
"Applied, thanks.",1,2
Applied.  Thanks Simon!,1,2
Applied. Thanks!,1,2
Are there any plans to also publish the new release to the Maven 1 repository on ibiblio.org? We at Jackrabbit still use Maven 1.0.2 as our build tool.,0,2
"Are there any plans to release a 2.4.1? If yes, can this fix be included?",0,2
"Are you using the latest Agent code?
I had verified on with latest kvm agent jar copied to kvm host and tried. It worked without issues.
Edision had implemented this with the above commit mentioned. Last Saturday I had verified it and its working . 
Migrating volume across ZONE/Cluster wide is working perfectly.",0,2
As of 05/25/07 no error is thrown in IE7 when title bar is clicked in window.xal example.,0,2
"As Olivier does all the great work here, I assigned the issue to him. Thank you!",1,2
"As soon as I made the change in Karaf, I will submit the CXF patch.",0,2
"Ashish, This is working fine for me. Please take a look at https://issues.apache.org/jira/browse/OFBIZ-2277",1,2
Assigning back to Dag.,0,2
Assigning to Sameeer since apparently he can't assign to himself.,0,2
attach a patch fix NPE in debug message.,0,2
"Attach a screenshot of Local Security Policy console (secpol.msc), where users can add symbolic links privilege to their accounts.",0,2
Attached,0,2
attached a fix,0,2
attached a patch for branch 20 security.,0,2
Attached a patch that adds a flag for opt-in and adds a test,0,2
Attached another refresh,0,2
"Attached fix patch.
",0,2
Attached image showing blip padding in the Google Wave client.,0,2
Attached patch,0,2
"Attached patch for review... 

Christian could you see if this works for you? Thanks!",1,2
attached patch puts all MessageDigest creation into util class.,0,2
Attached patch should apply cleanly to the current trunk. Please review.,0,2
Attached patch.  I plan to commit in a day or two.,0,2
"Attached the patch, which addresses the issue in EntryLogger.",0,2
"Attached v2.2, rebased to trunk latest.",0,2
"Attaching a new patch that compiles without errors against JDK1.4.2.

It also accounts for the customizable port part (DERBY-4217), which the previous patch didn't.",0,2
Attaching a patch that adds API for accessing the other info (which is not writtent to trace file).,0,2
Attaching a patch that adds javadoc in the FileSystem class.,0,2
Attaching a patch with the typo fixed. I'm going to try that along HBASE-6550 and HBASE-6165 now.,0,2
Attaching JUnit testcase so I don't loose it.,0,2
"Attaching the doc updates for the Tuning Guide.
Please review and comment if these updates are ready to be committed.",0,2
Attaching the latest version of the patch from review. Incorporates a trivial javadoc fix as suggested. ,0,2
"Attaching updated patches. Arun, let me know it this looks good.

Thanks",1,2
Attachment FOP_BUG_page-number-citation.fo has been added with description: FO to reproduce bug.,0,2
Awesome - thanks so much for the submission Scott!,1,2
"Awesome, works for me. LG committing. Thanks!",1,2
Awesome. Thanks!,1,2
"Bertrand - nice work. This is a great idea and the patch looks good overall. Couple of points:

- Don't forget the Apache header on the new Errors class
- Maybe do the grammar corrections on the counter error messages separately? Just so we keep the commits to a single issue each. 
- I'm not sure we need to retain the delegating ""formatValueList"" method in TestDriver. Something to discuss... 

As for using Guava to do the string join - I know MRUnit used to have it as a dependency but this was removed in MRUNIT-50. Probably not worth bringing it back for such a simple method. ",1,2
