id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21977,,,,,,x,,How about my comment at the end? 'Also; I'm suspicious of the logic for handling parent markup containers in AutoLinkResolver. It uses 'if' instead of 'while.' What if the autolink was two levels up in the inheritance hierarchy? I think that it should walk the parent links until it finds a null; not just check the first one.',very same issue,WICKET-1634 is the same issue (including a patch); so this one can be closed; too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22097,,,,,,,,seems like all subtask as resolved,kitten captcha is intended for inclusion into Wicket; and is attached for ip-clearance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11834,,,,,,,,Still happens to me. Steps to duplicate: 1. Start IE5.5 on Win2k - open java console from the 'view' menu. 2. Download xalan-j_2_2_D11.tar.gz to server. 3. tar xzf xalan-j_2_2_D11.tar.gz (extract to location on a webserver - for me this was /home/httpd/html) 4. navigate to http://SERVER/xalan- j_2_2_D11/samples/AppletXMLtoHTML/appletXMLtoHTML.html,Should have been fixed in OutputProperties.java r1.14 on 21-May-01,I don't think you covered all of the offending calls to System.getProperty(). Specifically; you did not catch SecurityException in the org.apache.xalan.templates.OutputProperties.loadPropertiesFile() method.,Fixed a while back by cmanolache and curcuru in several checkins: we should be catching SecurityException anyplace we call System.getProperty with a potentially out-of-sandbox property.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33264,,,,,,,,Assign to 1.0 during tidy up prior to 1.1,I think that this is now fixed. Individual top level composites are assembled separately; and resolution of cross composite references is left to the responsibility of the particular bindings. This new design; by not trying to establish in memory model pointers between independent composites; removes the issues that we were seeing before when we had these pointers in place. In other words; we do not need to update these pointers anymore when independent composites are added/removed/updated; because these pointers do not exist anymore :),Huang; I agree that we need to re-resolve existing components but I'm not sure that this needs to be done in a separate thread. What did you have in mind with threading? For now; I have added support for incremental building of an SCA domain; with the ability to build a domain; add a composite to it; rebuild the domain. The newly added components will be able to target component services already in place in the domain. If my proposal for incremental building (committed under revision 558740) suits everybody's requirements; we should be able to follow the same pattern to add support for: 1. invalidating components that are wired to component services being removed from a domain 2. handle composite updates by doing a remove + add 3. handle composite updates in a less disruptive way as long as the component services that they contribute do not change,åÊåÊåÊåÊHow about re-resolving the original and newly added components in a seperate thread; and replace all the old components when the resolvement is done. åÊåÊåÊåÊMy rough thought is: Clone all the components; and do the rewiring work in the cloned compnents; but keep all the implementationProvider/bindingProvider/scopeContainer refer to the same instance to keep their states unchanged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803,,,,,,,,this will be tackled when we improve ajax; most likely in wicket.next or the version after that.,@Igor: Please read this bug comments too. It's already well established that generateCallbackScript completes the string. It's just nasty and uncontained. Consider the alternative I proposed.,generateCallbackScript() completes the fragment with the missing closing ),making changes to this can only be done in 1.5; because this results in api breaks. The thing is that getCallbackScript and generateCallbackScript could be really just 1 method.. Except i guess that some do use generate standalone But if you have a nice patch that would result in the same thing please attach it.,OK; so this string is an unmatched JS function invocation by design. That is just nasty. How about you convert it to something safe and correct like generateCallbackScript(String function; String... args) ? Then you'd do: {code} protected CharSequence getCallbackScript(boolean onlyTargetActivePage) { return generateCallbackScript('wicketAjaxGet'; getCallbackUrl(onlyTargetActivePage)); } {code} Immediately fixing the potentially broken inject-an-arbitrary-string-in-a-literally-quoted-value too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23837,,,,,,,,Closing since Whirr was updated to jclouds 1.5.0 in WHIRR-659.,Should this issue be closed? Whirr 0.8.0 was released with a dependency on 1.5.0-beta.10. I've created WHIRR-666; asking for an upgrade to jclouds 1.5.1; ideally in Whirr 0.8.1. Or is the intent to keep this sole issue open until there is a whirr stable release that depends on a final jclouds 1.5.x release?,1,tiny patch to bump to jclouds 1.5.0-beta.11 now that it's in Maven Central.,1.5.0-beta.10 in now Committed revision 1374393.,1,updated with spot price fix and tests,updated to fix paul's error,after applying this patch; please execute: svn rm --force ./core/src/main/java/org/apache/whirr/service/jclouds/TemplateBuilderStrategy.java ./core/src/test/java/org/apache/whirr/service/TemplateBuilderStrategyTest.java,replacement for previous patch,I'm recutting this patch. 10m,The following patch adds whirr.template parameter which can override all the other image; hardware; location; or login-user parameters Note; I also implemented it for the undocumented group-based parameters as templates.group.template,For use with the following test repo. Please report back to http://code.google.com/p/jclouds/issues/detail?id=1068 when done! <repository> <id>jclouds-staging</id> <url>https://oss.sonatype.org/content/repositories/orgjclouds-039</url> <releases> <enabled>true</enabled> </releases> <snapshots> <enabled>false</enabled> </snapshots> </repository>,bumped to jclouds 1.5.0-beta.9 Committed revision 1369253.,jclouds 1.5 isn't released; yet; so let's keep this open to track any updates based on betas; release candidates; etc,Marking this as fixed. Thanks guys!,tested with jclouds 1.5.0-beta.8 recently synced to maven central. committed WHIRR-593-mk5.patch as revision 1365445 Thanks; Andrei; Cosmin & Andrew for writing this. Thanks; Tom for checking!,This looks good to me. +1 pending beta-8.,New patch rolling out the noPassword() change and bumping the jclouds dependency to the as-yet-unreleased-but-coming-today 1.5.0-beta.8; which has the needed fix on the jclouds side.,can you try removing the .noPassword() and using jclouds 1.5.0-SNAPSHOT? I think the following commit should sort that: https://github.com/jclouds/jclouds/commit/9d007a40b726bb3de492a947d83b98ddced872a5 If that works; I can cut 1.5.0-beta.8 tomorrow.,Latest patch ( WHIRR-593-mk4.patch) incorporates everything so far. I switched to .noPassword() instead of .password(null); since that seemed more correct. I'm more wary on rackspace next-gen than I was earlier - it seems to still have some issues with launching/tearing down instances in some contexts; but I'm not sure if that's just my account or what. Otherwise; PhaseExecutionBarrierTest passes on cloudservers-us and aws-ec2. Hadoop and ZK tests pass on both as well.,And fyi; I'm able to run against rackspace-cloudservers-us just as well as against anything else; so we've got openstack support. =),Ah; and I'd already tried adding password(null) to ScriptBasedClusterAction. Seems like something is keeping a non-null password value there for cases where there was at some point a password - e.g.; cloudservers/cloudstack.,Hmmmm - I tried adding '.password(null)' to the LoginCredentials calls without it; in ClusterController; and that seems to have fixed the PhaseExecutionBarrierTest issues on cloudservers-us. Double-checking now.,I will try again later today and report back.,Hmm - I'm not actually seeing any test failures in services/hadoop or services/zookeeper against jclouds 1.5. Which specific tests are failing?,fwiw; it looked to me like Whirr was for some reason trying to use password authentication. It's claiming the rsa/sha1 fingerprints in jclouds-ssh.log; but the actual stacktrace refers to authPassword.,We need to find the root cause for those 'exhausted available authentication methods' on cloudservers-* before committing.,So what more do we need to do to get this in? The only problem I've still been seeing is that weird 'exhausted available authentication methods' one. Also; I see that Cosmin's patch (which for some reason I hadn't already applied) deals with FirewallManager's #(region) name; but not FirewallManagerTest - my patch did them both; but I'll just grab Cosmin's patch and add FirewallManagerTest to it.,Found an additional issue with security group naming - 1.5 doesn't append '#region' to EC2 security group names; so FirewallManager needed to be updated. This patch would go on top of the existing one.,fyi; I'm able to run hadoop and zk itests on CloudStack 3.0.3 (with a few tweaks I needed to deal with our CS setup being a bit strange).,Here's my jclouds ssh log for running PhaseExecutionBarrierTest on Rackspace in case someone finds it helpful. I see that it's ssh-ing in as root for the boostrap phase (that works fine); but for the configure phase it's ssh-ing in as my user (and fails). As I said before; it seems odd because I'm able to manually ssh as my user.,Here's a quick summary with some of the stuff I've been trying in the hopes that it might be useful for people: PhaseExecutionBarrierTest passes on AWS but no VM ever shows up in the AWS web console. I tried this in different regions and the result is the same. Here's the test output. Running this on rackspace produces 'Exhausted available authentication methods'. Here's the test output. Was able to tell it to use my ssh key from ~/.ssh as opposed to the random one but still no luck. Looking in the debugger; it seems like it's using the correct key. Also; I was able to ssh to the rackspace machine after the test failed so this kind of indicates that the key it was using was indeed correct even though it's complaining. Not having a catch clause here seems a bit worrying but testing showed that no exception was being thrown anyway.,not sure. I'll run jclouds regression test on cloudservers-us first and see if all ok,On cloudservers-us it fails with 'Exhausted available authentication methods'. Any ideas on what's different from jclouds 1.4.0?,Hadoop itests work fine aws-ec2. Still testing on cloudservers-us.,Reviewing now. I will try the Hadoop itests.,Here's a new version of the patch that fixes the failing ZooKeeper integration tests. This worked for me when testing against AWS. It's changing the naming convention used for some environment variables and removes the region name from the security group name.,I've just tried the itests from core - they fail on cloudservers-us but work file on aws-ec2.,And with 1.5; it's hanging. Hopefully it'll time out and tell me why it's hanging at some point. =),I just verified ZK working on trunk with 1.4; trying now with 1.5...,p.s. I used the following with zookeeper on version 0.7 today. Otherwise; it didn't work (ex. crash/burn) --image-id=us-west-1/ami-33fda576 --location-id=us-west-1,fwiw; I'm getting a failure in the Cassandra itests; but I'm getting that with 1.4 or 1.5.,Builds fine but I get a failure when running the ZooKeeper itests. I am investigating.,Please help test this patch! Note that jclouds 1.5 gives the following new providers and apis; so probably worth your while to help cloudstack (version 3.03) greenqloud-compute (carbon neutral service) joyentcloud (smartos) openstack-nova (essex),1.4.0 is not a stable release compared to 1.5. I'll help make a patch; especially as I have a demo in a couple days at uberconf!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11526,,,,,,,,Original reporter is not available. This report has now 'timed out'.,Can you try this again on any 2.2.D-- developer build? The SQL extensions have been greatly improved in the past few builds; credit to johnglinux. Also; downgrade Sev: although this is a major failing as reported; it's still in one of our (at that point) semi-supported extensions; and not in the main Xalan code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78211,,,,,,,,Also fixed in main 0.9.7 branch,Also fixed in main 0.9.7 branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10314,,,,,,,,First I want to verify that Gretchen's fix >Additional Comments From Gretchen Chiaramonte 2003-09-22 20:04 ------- for this bug works for me as well using Xalan 2.6.0. Second; regarding: >Additional Comments From Igor Hersht 2003-08-12 22:59 ------- ... >If I recall correctly we had such discussion before. >We consider that as a wrong usage. >The correct method would be to create transformer and >to do multiple transformations like >transformer.transform(xmlSource;outputTarget); >transformer.transform(xmlSource;outputTarget); To help clarify what Gretchen has already implied; I believe that this doesn't complete the story. Xalan currently fails unneccessarily if 'xmlSource' is an XMLFilter chain headed by an XML source The XMLFilter chain should be reusable with only the source is refreshed. But at the end of the TransformerImpl.transformNode() call; the DTMManager is erased by the call to XPathContext.reset() as cited by Gretchen. This manager is what binds the XMLFilter to e.g. its stylesheet. Therefore; until this bug is repaired; the filter chain cannot be reused. That's a shame because I suspect that setting up the filter chain (eg reading the stylesheet from disk) is more work than constructing the transformer. In case it isn't obvious; a workaround re-creates the XMLFilter chain each time is it transformed. I did not find this bug report at first. Sorting out why I was getting a NullPointerException was a lot of work; partly because Xalan is built in to the JDK runtime but the 'endorsed' jar files are stored in common/endorsed under tomcat rather than JDK's endorsed (surprise ;-). In addition; Xalan has another bug in DTMManagerDefault.getDTM() (incorrectly returns the null this thread discusses) and one in TransformerImpl.run() (inappropriate throw calls). I will enter these as new bugs.,Additional debugging info: If I comment out the following line in org.apache.xpath.XPathContext.reset() the problem is resolved as well. åÊåÊåÊåÊm_dtmManager = DTMManager.newInstance( åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊorg.apache.xpath.objects.XMLStringFactoryImpl.getFactory()); There is nothing in the documentation for the DTMManager class which indicates that it should be 'recreated' each time a parse is performed...,Serializer serializer = SerializerFactory.getSerializer( åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊOutputPropertiesFactory.getDefaultMethodProperties('xml')); ByteArrayOutputStream result = new ByteArrayOutputStream(); serializer.setOutputStream(result); serializer.reset(); After performing the above; any attempt to use serializer results in the same NullPointerException. The reason I believe it is the same error is that when I commented out the m_xcontext.reset(); line in TransformerImpl.reset(); this problem was resolved as well. Sorry it took me so long to respond...for some reason I never got an email when you appended this request...likely because I was out of the office; and had already received one update when the priority was changed...,Gretchen; in your note you said ' ... making an attempt to do a reset() on a Serializer object causes the exact same symptoms.' Can you give a sample testcase for this please? Is this a SerializationHandler object your are writing about; like ToXMLStream ? I have put some code in the family of serializers in org.apache.xml.serializer to make this work. This may be a separate bug from the XMLFilter problem you are having. Regards; Brian Minchau,Please note my second comment that even making an attempt to do a reset() on a Serializer object causes the exact same symptoms. Why is there a reset() method on the Serializer object if it cannot be used? Additionally; the XMLReader() documentation EXPLICITLY states that it can be reused; and XMLFilter inherits from this object. If the parent can be reused; the child should also be re-usable.,As far as I understand the problem is about multiple transformations from the same xmlFilter. The exception could be repro if we add one line to UseXMLFilters example xmlFilter3.parse(new InputSource('foo.xml')); +xmlFilter3.parse(new InputSource('foo.xml')); If I recall correctly we had such discussion before. We consider that as a wrong usage. The correct method would be to create transformer and to do multiple transformations like transformer.transform(xmlSource;outputTarget); transformer.transform(xmlSource;outputTarget); I will verify if my understanding is correct. In any case our documentation should be better. åÊåÊåÊåÊåÊåÊåÊåÊ,I would like to add that I get exactly the same symptoms when I try to do a reset() on my Serializer after it has been set as the ContentHandler for my XMLFilter. Interestingly; this symptom is also resolved by the patch I suggested above. I think that there is something not quite right in the XPathContext.reset() method; if running it can cause these types of problems...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,x,,,,,,,Verified; thanks.,Fix in CVS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71085,,,,,,,,Linked the API docs from the main navigation which completes this task for now.,Committed the generated apidocs to our site SVN at Rev. 773487 and updated the site base on people.a.o. The Sling 5 API docs have been generated as follows: $ svn export http://svn.apache.org/repos/asf/incubator/sling/tags/sling-5-incubator-source-release/ sling5 $ # Fix root pom.xml (see below) $ cd sling5 $ mvn -DexcludePackageNames='*.impl:*.internal:*.jsp:sun.misc:*.juli' org.apache.maven.plugins:maven-javadoc-plugin:2.5:aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80924,x,,,,,,,The changes looks good for me. Reviewed with no commentaries.,Patch applied. Alex; could you review the changes please?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40844,,,,,,,,Looks like a user issue to me; two pages at the same time accessing probably the same session. There is not additional user feedbac on this issue. I am closing it now.,Are you storing your data-model in the session? If yes; have you tried synchronizing access to the session to one window per user? If you don't want to synchronize; you should try to get rid of all session scoped beans. regards; Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42670,,,,,,,,add separate handling for webkit browser,Hello Pascal; please add the patch with 'Grant license to ASF for inclusion in ASF works (as per the Apache License å¤5)' checked Regards Bernd,Add separate handling for webkit in make OveraySemitransparent function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73133,,,,,,,,resolved.,we ran into this issue on our platform. it's possibly very specific to our setup; but the patch should cause no problems for any other setup as well. simplifying this into on line is of course possible. i can't really tell you any more about it; since this issue was fixed in our local implementation about one year ago by some colleague. in preparation for our migration to the current version of shindig and opensocial 0.9 i'm revising all patches and feature additions we did over the last year and will be looking at which are worth comitting. so you can expect some more small issues in the next weeks ;),could this be simplified to txt=txt.substr(txt.indexOf(UNPARSEABLE_CRUFT) + UNPARSEABLE_CRUFT.length) I'm a little concerned that chunked is causing this though... very odd..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18885,x,,,,,,,Thanks Sven!,Thanks Sebastien!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46942,,,,,,,,Second shot at this one; in r760739.,$ git ls-files | grep 'gen-' lib/rb/benchmark/gen-rb/BenchmarkService.rb lib/rb/benchmark/gen-rb/Benchmark_constants.rb lib/rb/benchmark/gen-rb/Benchmark_types.rb,Solution committed in r760050.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16677,,,,,,,,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.,Can we get more specifics here?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18037,,,,,,,,r499213. The API changed as described in previous comments; so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement; but not Description.,I would like to implement this fix as soon as possible - I propose Thursday 18th January. Because it involves a change to the Woden API; I will try to coordinate this change with Axis2 and WSO2 (who are currently doing the WSDL 2.0 interop testing). The last Woden snapshot jar used by Axis2 is dated December; but I want to find out if they are doing daily Axis2 builds off Woden trunk and if so; get them to make the change at the same time. WSO2 will need to change their call to the readWSDL method. The required code change involves receiving a Description back from the readWSDL method; rather than receiving a DescriptionElement and having to call its toComponent() method to get the Description. The rationale is in the previous comments in this JIRA. So; for example: DescriptionElement descElem = wsdlReader.readWSDL('someURL'); Description descComp = descElem.toComponent(); becomes: Description descComp = wsdlReader.readWSDL('someURL'); If the WSDL infoset needs to be accessed via Woden's Element API; then just call the toElement() method on the Description component; or on any other component. E.g.: DescriptionElement descElem = descComp.toElement(); InterfaceElement interfacElem = InterfacComp.toElement();,Extract from Minutes of weekly Woden call Tuesday 9th January 2007: Discussed API changes to WSDLReader in WODEN-119 and WODEN-120 WODEN-119 is about passing wsdl uri to readWSDL methods as java.net.URI instead of java.lang.String. Arthur: could we just add new methods that take java.net.URI and leave the methods with String args? John: an original design goal was type safety in the API; so allowing only URI args instead of String args means the user must ensure that the wsdl uri argument is 'type safe' (i.e. in the correct format to create a java.net.URI). It also achieves consistency across the API as everywhere else java.net.URI is used to represent uris. The issue is not specifically about avoiding the need to handle MalformedURLException within the reader. Arthur: how do we handle API change without breaking existing users? John: Add new readWSDL methods with URI args; deprecate existing methods for M7 then remove them in the release that follows M7. Arthur: agreed. Graham: agreed. Jeremy has already +1 via the mailing list. WODEN-120 is about the readWSDL methods returning Description instead of DescriptionElement. We discussed the rationale as explained in the JIRA and agreed with this proposal (John; Arthur; Graham). Jeremy has already +1 via the mailing list. Noted that as deprecation of existing methods won't work (i.e. it's just the return type being changed); we will need to coordinate with Axis2 folks on their building of a Woden SNAPSHOT jar for inclusion in the Axis2 build. [action] John to coordinate this change with Axis2 / WSO2,+1 to this - like you say we need to ensure Axis2 change their usage of readWSDL as soon as we make this change. In fact the change to Axis2 needs to happen at the moment the Woden snapshot [1] and [2] is updated (which has been done by Dims in the past) ! Tricky to co-ordinate. [1] http://ws.zones.apache.org/repository/incubator-woden/jars/ [2] http://people.apache.org/repo/m1-snapshot-repository/incubator-woden/jars/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
