id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37778,,,,,,,"//perhaps angry, but seems rather neutral to me",The call to launchDialog must supply a component for delivery of the returnListener event. This bug is invalid.,WAR file recreating issue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49361,,,,,,X,,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: åÊåÊåÊåÊ* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) åÊåÊåÊåÊ* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) åÊåÊåÊåÊ* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) åÊåÊåÊåÊ* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) åÊåÊåÊåÊ* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) åÊåÊåÊåÊ* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) åÊåÊåÊåÊ* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29394,,,X,,,,,Closing this issue - if more needs to be done; maybe it would be better to open an new issue - this one has gotten rather large,Enabled default messaging between colocated components using java queues. Removed conditional 'UseVmTransport'. Enabled support for setting number of listener threads on both input and output queues for colocated components. Modified reply JMS connection to broker to always send messages asynchronously. Optimized JmsOutputChannel.java to set the Host IP once in the constructor; instead of computing it for every outgoing message. Profiler indicates that computing the Host IP is quite costly. Modified global boolean flags to be volatile to make sure that the changes made are immediately visible to other threads.,Need dd2spring change to add a new property to each collocated endpoint bean which specifies a number of concurrent listener threads that will process requests. With AMQ the concurrentConsumers property was set on the MessageListener bean which is no longer present for collocated delegate. Collocated uima as services use a java queue and ThreadPoolExecutor. The latter may be configured to process messages concurrently in multiple threads. An example Endpoint bean with the new property would like this: <!-- ==================================== --> <!-- InnerTestMultiplier --> <!-- ** Delegate Endpoint ** --> <!-- ==================================== --> <bean id='endpt_InnerTestMultiplier_1.1' class='org.apache.uima.aae.controller.Endpoint_impl'> <!-- Broker URI --> <property name='serverURI' value='vm://localhost'/> <!-- Delegate key name or remote queue name --> <property name='endpoint' value='inQ_InnerTestMultiplier_1.1'/> <!-- Timeouts --> <property name='metadataRequestTimeout' value='0'/> <property name='processRequestTimeout' value='0'/> <property name='collectionProcessCompleteTimeout' value='0'/> <property name='concurrentConsumers' value='3'/> </bean> The value for the above bean's concurrentConsumers should be the same value the was previously set on the Message Listener bean of the collocated service.,Another problem with dd2spring. A message handler chain for an aggregate does not contain handler for processing requests coming from a remote delegate Cas Multiplier. When a CM receives an input CAS; it generates new CASes from it. These new CASes are sent to the client (aggregate) in a Request message. An InputChannel for handling messages from a remote Cas Multiplier must include the following handlers: 1) ProcessResponse Handler - processing Process reply msgs from the remote ( Needed for both Remote CM and Non-CM). This handler handles Input CASes returned from the delegate 2) ProcessRequest Handler - processing requests msgs from the remote (Only for Remote Cas Multipliers). This handler handles New CASes sent by the remote delegate CM. 3) GetMetaResponse Handler - processing GetMete reply msgs from the remote ( Needed for both Remote CM and Non-CM) Currently only 1 and 3 are added by dd2spring. Need #2 as well.,Found another problem with dd2spring. Inner aggregate bean with remote delegate is missing an OutputChannel Bean. This bean is required to send messages to a remote delegate. <!- ======================================-> <!-- Async Aggregate: MeetingDetector_1.2 --> <!- ======================================-> <bean id='asAggr_ctlr_MeetingDetector_1.2' class='org.apache.uima.aae.controller.AggregateAnalysisEngineController_impl' init-method='initialize'> <constructor-arg index='0' ref='asAggr_ctlr_TopLevelTaeQueue_1'/> <constructor-arg index='1' value='MeetingDetector'/> <constructor-arg index='2' value='file:/C:/dev/workspace/apache-uima/uimaj-as-activemq/src/test/resources/descriptors/analysis_engine/../tutorial/ex4/MeetingDetectorAndNoOpTAE.xml'/> <constructor-arg index='3' ref='casManager'/> <constructor-arg index='4' ref='inProcessCache'/> <constructor-arg index='5' ref='delegate_map_MeetingDetector_1.2'/> <property name='serviceEndpointName' value='inQ_MeetingDetector_1.2'/> <property name='controllerBeanName' value='asAggr_ctlr_MeetingDetector_1.2'/> <property name='errorHandlerChain' ref='err_hdlr_chn_MeetingDetector_1.2'/> <property name='flowControllerDescriptor' value='*importByName:org.apache.uima.flow.FixedFlowController'/> </bean>,I put this change in (to set lazy-init) and Jerry tried it and it didn't help. I'm taking it out; as it seems this isn't the issue (Jerry agrees). Jerry found another problem - Generated bean below refers to a non-existent bean aggregate_return_metaMsgHandler_TopLevelTaeQueue_1 which is a bean reference for the messageHandler property. The bean for JmsInputChannel is required in this case. This input channel is for processing replies from a remote primitve delegate. This input channel needs the message handler chain. <!- ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~-> <!-- JMS msg listener for return queue for: --> <!-- rmtRtrnQ_TopLevelTaeQueue_1_NoOp --> <!- ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~-> <bean id='asAggr_return_q_listenerID_TopLevelTaeQueue_1_NoOp' class='org.apache.uima.adapter.jms.activemq.JmsInputChannel'> <property name='messageHandler' ref='aggregate_return_metaMsgHandler_TopLevelTaeQueue_1'/> <property name='endpointName' value=''/> <property name='controller' ref='asAggr_ctlr_TopLevelTaeQueue_1'/> </bean> Working on fixing this...,Marshall; the latest fix resolved the problem; but I have another one. Constructors for collocated Controllers are not being called by Spring during Spring container deployment. It took me awhile to realize that the most likely cause is the fact that Spring uses lazy initialization for beans. Changes made in dd2spring removed depenendencies which triggered Spring to initialize collocated controllers. The way to fix this is to add a new bean property for collocated controller beans ( both Primitive and Aggregate) called lazy-init='false'. An example: <bean id='primitive_ctlr_SPCM_1.2.1' class='org.apache.uima.aae.controller.PrimitiveAnalysisEngineController_impl' init-method='initialize' lazy-init='false'> ... Again this should be done only for collocated Controllers. If I am right this will force instantiation of the beans.,Ok - found a logic problem and fixed this. Please test .,The latest dd2spring is not generating two required beans for remote delegates in the aggregate spring xml. Beans below are *not* in the generated spring xml: <!--~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ --> <!-- JMS msg listener for return queue for: --> <!-- rmtRtrnQ_InnerAggregateQueue_1_RemoteNoOp --> <!--~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ --> <bean id='asAggr_return_q_listenerID_InnerAggregateQueue_1_RemoteNoOp' class='org.apache.uima.adapter.jms.activemq.JmsInputChannel'> <property name='messageHandler' ref='aggregate_return_metaMsgHandler_InnerAggregateQueue_1'/> <property name='endpointName' value=''/> <property name='controller' ref='asAggr_ctlr_InnerAggregateQueue_1'/> </bean> <!- ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~-> <!-- JMS msg listener container for return queue for: --> <!-- rmtRtrnQ_InnerAggregateQueue_1_RemoteNoOp --> <!- ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~-> <bean id='asAggr_return_msgLsnrCntnr_InnerAggregateQueue_1_RemoteNoOp' class='org.apache.uima.adapter.jms.activemq.UimaDefaultMessageListenerContainer'> <!-- Define number of JMS Consumers --> <property name='concurrentConsumers' value='1'/> <!-- return Queue --> <property name='destinationResolver' ref='destinationResolver_InnerAggregateQueue_1_RemoteNoOp'/> <property name='destinationName' value=''/> <property name='targetEndpoint' ref='endpt_RemoteNoOp_1.2'/> <!-- POJO to delegate JMS Messages to --> <property name='messageListener' ref='asAggr_return_q_listenerID_InnerAggregateQueue_1_RemoteNoOp'/> <property name='connectionFactory' ref='qBroker_tcp_c__ss_localhost_c_8118'/> </bean>,Jerry tested the above fix; and found a couple of issues: dd2spring doesnt generate the ThreadPoolTaskExecutor bean in the Primitive Top Level sping xml; which should look like: <!-- ThreadPool Task Executor --> <bean id='pooling_NoOpAnnotatorQueue2_1' class='org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor'> <property name='corePoolSize' value='1'/> <property name='maxPoolSize' value='1'/> <property name='queueCapacity' value='1'/> </bean> This bean is required by the top level message listener. <!--~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ --> <!-- JMS msg listener container for input queue for: --> <!-- top_level_input_queue_service_1 --> <!--~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ --> <bean id='primitive_input_msgLsnrCntnr_NoOpAnnotatorQueue_1' class='org.apache.uima.adapter.jms.activemq.UimaDefaultMessageListenerContainer'> <!-- Connect to pooling task executor for primitive --> <property name='taskExecutor' ref='pooling_NoOpAnnotatorQueue2_1'/> <!-- Define number of JMS Consumers --> <property name='concurrentConsumers' value='1'/> <!-- input Queue --> <property name='destination' ref='top_level_input_queue_service_1'/> <!-- POJO to delegate JMS Messages to --> <property name='messageListener' ref='primitive_input_q_listenerID_NoOpAnnotatorQueue_1'/> <property name='connectionFactory' ref='qBroker_tcp_c__ss_localhost_c_8118'/> <property name='messageSelector' value='Command=2000 OR Command=2002'/> </bean> If there is a listener there should also be a corresponding ThreadPoolTaskExecutor for it.,1) I found that dd2spring was generating a message handler chain for reply queues that was including the handlers for the out-going getMeta and process calls - I removed these. 2) after some discussion with Jerry; I changed the logic in dd2spring for message handler chains; input channels; and listeners as follows: Top level has 'input' versions of these; co-located inner components do not If any delegates are remote; then those remotes have individual instances of input channels and listeners for 'return/replies'; but share the message handler chain for returning messages. If no delegate is remote; then no 'return' input channles; listeners; or message handler chains are made. Doing #11 above - change references to this output channel to null (actually; remove the <property ...> element referring to it,Sorry for the confusion; I meant to say ThreadPoolExecutor instead of TaskExecutor. Corrected initial comment.,In the first comment; change 'java's TaskExecutor framework' to 'Spring's TaskExecutor framework' - I believe it's an interface in Spring; and there is no class/interface called this in Java 5 or 6.,Since we are removing internal broker for messaging; dd2spring needs to be modified to remove unnecessary beans. All colocated uima As services will use internal java queues for messaging. Only the aggregate spring xml will be changed. The following is a list of changes: 1) remove ActiveMQFactory for vm://localhost transport <bean id='controllerJmsFactory' class='org.apache.activemq.ActiveMQConnectionFactory' depends-on='brokerDeployerService'> <property name='brokerURL' value='vm://localhost'/> <property name='prefetchPolicy' ref='prefetchPolicy'/> </bean> 2) remove BrokerDeployer <bean id='brokerDeployerService' class='org.apache.uima.adapter.jms.activemq.BrokerDeployer'> <constructor-arg index='0' value='1048576000'/> </bean> 3) remove common reply queue from all of the Aggregate Services <bean id='asynAggr_retQ_TopLevelTaeQueue_1' class='org.apache.activemq.command.ActiveMQQueue'> <constructor-arg index='0' value='asynAggr_retQ_TopLevelTaeQueue_1'/> </bean> 4) remove input channel from the common reply queue (aggregate) <bean id='asAggr_return_q_listenerID_TopLevelTaeQueue_1' class='org.apache.uima.adapter.jms.activemq.JmsInputChannel'> <property name='messageHandler' ref='aggregate_return_metaMsgHandler_TopLevelTaeQueue_1'/> <property name='endpointName' value='asynAggr_retQ_TopLevelTaeQueue_1'/> <property name='controller' ref='asAggr_ctlr_TopLevelTaeQueue_1'/> </bean> 5) remove listener from the common reply queue (aggregate) <bean id='asAggr_return_msgLsnrCntnr_TopLevelTaeQueue_1' class='org.apache.uima.adapter.jms.activemq.UimaDefaultMessageListenerContainer'> _x0089_ÛÒ Define number of JMS Consumers _x0089_ÛÒ <property name='concurrentConsumers' value='1'/> _x0089_ÛÒ return Queue _x0089_ÛÒ <property name='destination' ref='asynAggr_retQ_TopLevelTaeQueue_1'/> _x0089_ÛÒ POJO to delegate JMS Messages to _x0089_ÛÒ <property name='messageListener' ref='asAggr_return_q_listenerID_TopLevelTaeQueue_1'/> <property name='connectionFactory' ref='controllerJmsFactory'/> </bean> 6) remove all queues for colocated (internal) services <bean id='inQ_TestMultiplier_1.1' class='org.apache.activemq.command.ActiveMQQueue'> <constructor-arg index='0' value='inQ_TestMultiplier_1.1'/> </bean> 7) remove ThreadPool for every Listener associated with a collocated service <bean id='pooling_TestMultiplier_1.1' class='org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor'> <property name='corePoolSize' value='1'/> <property name='maxPoolSize' value='1'/> <property name='queueCapacity' value='1'/> </bean> 8) remove message handlers linked with InputChannel of every collocated service <bean id='primitive_metaMsgHandler_TestMultiplier_1.1' class='org.apache.uima.aae.handler.input.MetadataRequestHandler_impl'> <constructor-arg index='0' value='MetadataRequestHandler'/> <property name='controller' ref='primitive_ctlr_TestMultiplier_1.1'/> <property name='delegate' ref='primitive_processRequestHandler_TestMultiplier_1.1'/> </bean> <bean id='primitive_processRequestHandler_TestMultiplier_1.1' class='org.apache.uima.aae.handler.input.ProcessRequestHandler_impl'> <constructor-arg index='0' value='ProcessRequestHandler'/> <property name='controller' ref='primitive_ctlr_TestMultiplier_1.1'/> </bean> 9) remove all InputChannel beans associated with collocated services <bean id='primitive_input_q_listenerID_TestMultiplier_1.1' class='org.apache.uima.adapter.jms.activemq.JmsInputChannel'> <property name='messageHandler' ref='primitive_metaMsgHandler_TestMultiplier_1.1'/> <property name='endpointName' value='inQ_TestMultiplier_1.1'/> <property name='controller' ref='primitive_ctlr_TestMultiplier_1.1'/> <property name='listenerContainer' ref='primitive_input_msgLsnrCntnr_TestMultiplier_1.1'/> </bean> 10) remove all listener beans associated with collocated services <bean id='primitive_input_msgLsnrCntnr_TestMultiplier_1.1' class='org.apache.uima.adapter.jms.activemq.UimaDefaultMessageListenerContainer'> _x0089_ÛÒ Connect to pooling task executor for primitive _x0089_ÛÒ <property name='taskExecutor' ref='pooling_TestMultiplier_1.1'/> _x0089_ÛÒ Define number of JMS Consumers _x0089_ÛÒ <property name='concurrentConsumers' value='1'/> _x0089_ÛÒ input Queue - <property name='destination' ref='inQ_TestMultiplier_1.1'/> _x0089_ÛÒ POJO to delegate JMS Messages to _x0089_ÛÒ <property name='messageListener' ref='primitive_input_q_listenerID_TestMultiplier_1.1'/> <property name='connectionFactory' ref='controllerJmsFactory'/> <property name='messageSelector' value='Command=2000 OR Command=2002'/> </bean> 11) remove all OutputChannel beans from all colocates services <bean id='outChnl_TestMultiplier_1.1' class='org.apache.uima.adapter.jms.activemq.JmsOutputChannel' init-method='initialize'> <property name='serviceInputEndpoint' value='inQ_TestMultiplier_1.1'/> <property name='controller' ref='primitive_ctlr_TestMultiplier_1.1'/> </bean>,Forgot to update and resolve the merge. All files attached here have been generated after an update was done,Jerry; am having problems applying the patch files. Many patches appear to be against the wrong versions. Thanks; Eddie,Description of the patches in the previous comment. Forgot to grant license to ASF,Provided an alternate mechanism for messaging between colocated Uima As services. Instead of using jms based queues the internal messaging is done via java queues. The new messaging implementation uses java's ThreadPoolExecutor framework which provides necessary synchronization and threading. Each Uima As service uses a new UimaDispatcher component to send outbound messages and a UimaListener component for receiving incoming messages. Each incoming message is processed in a separate thread provided by the ThreadPoolExecutor. The number of threads used by the ThreadPoolExecutor depends on the value of the 'inputQueueScaleout' attribute for incoming messages and the 'internalReplyQueueScaleout' attribute for outgoing messages. Both of these attributes are configured in the deployment descriptor. ******************************************************************************************************************************* NOTE: The default messaging mechanism is still JMS using internal Broker. To enable java queue's for internal messaging use -DUseVmTransport=true system property. ******************************************************************************************************************************* Fixed Uima As controller code to enable support for colocated Aggregate Cas Multiplier. Merged Delta Cas changes Added new 2 testcases Added new API to the testcase base code to enable a testcase to pass exceptions it wants to ignore. This prevents the Exceptions from being printed on the stdout.,,,,,,,,,,,,,,,,,,,,,,,,,
63758,,,,,,,,Committed revision 682671. Added an excludes for **/target/ to the patch to make sure the DataImportHandler binaries do not get packaged. Thanks Jeremy!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7380,,,,X,,,"He doesn't seem very angry,but he doesn't look happy either: ""The only reason this was done is because DOMEntityResolver did not trigger for all namespaces""",As a work around; I scan the XML document to locate the namespaces which are then compared against a look-up file to see which schemas to load in the grammar. The only reason this was done is because DOMEntityResolver did not trigger for all namespaces. I am using version 2.7 and the option to trigger on all namespaces would be useful.,It looks like that editing an issue raises the priority to 'blocker'...,Created an attachment (id=10876) ZIP file with test case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,,,,,,,,reg_name has been accepted as valid URI syntax since Xerces 2.6.0. This may change in the future if XML Schema 1.0 moves up to the RFC 3986 syntax which excludes this production. Xerces CVS currently supports the XML Schema 1.0; 2nd edition which still references RFC 2396 for the anyURI type. The version of XML Schema 1.0 supported will be clearly marked in the documentation. The relevant RFCs for anyURI may be emphasized in a FAQ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14571,,X,,,,,,yay! it should be really really easy (not including the test; I think it's just deleting 6 characters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60365,,,,,,,,Fix committed as part of SOLR-4134.,Here's a patch (branch_4x) to reproduce the problem. I'm working on the fix.,Creating a CloudSolrServer and setting it this custom LBHttpSolrServer solves the problem: import org.apache.solr.client.solrj.impl.BinaryRequestWriter; import org.apache.solr.client.solrj.impl.HttpSolrServer; import org.apache.solr.client.solrj.impl.LBHttpSolrServer; package com.example.custom.solr; import java.net.MalformedURLException; public class BinaryLBHttpSolrServer extends LBHttpSolrServer { private static final long serialVersionUID = 3905956120804659445L; public BinaryLBHttpSolrServer(String[] endpoints) throws MalformedURLException { super(endpoints); } @Override protected HttpSolrServer makeServer(String server) throws MalformedURLException { HttpSolrServer solrServer = super.makeServer(server); solrServer.setRequestWriter(new BinaryRequestWriter()); return solrServer; } },Iå«ve noticed that the same occurs using HttpSolrServer. However; if you set to HttpSolrServer instance the following Writers it works: HttpSolrServer solrServer = new HttpSolrServer(...); solrServer.setParser(new BinaryResponseParser()); solrServer.setRequestWriter(new BinaryRequestWriter()); Iå«ve tried to find a way to set those Writers via CloudServer or via LBHttpSolrServer but I found nothing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7577,,,,,,X,,patch in cvs. Could you please verify?,Created an attachment (id=7891) Proposed patch for bug 22565.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12310,X,X,,,,,,Very cool. Thank you.,Patch is in CVS. Can you verify? Thanks.,My bad. The last line should be MAKE_SHARED_LOC= ${CXX} $(CXXFLAGS) -D${PLATFORM} -dynamiclib -prebind -seg1addr 0x40000000 -compatibility_version 1 -current_version 1.7 -install_name ${LOC_LIBNAME}${SHLIBSUFFIX},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10314,,,,,,X,,First I want to verify that Gretchen's fix >Additional Comments From Gretchen Chiaramonte 2003-09-22 20:04 ------- for this bug works for me as well using Xalan 2.6.0. Second; regarding: >Additional Comments From Igor Hersht 2003-08-12 22:59 ------- ... >If I recall correctly we had such discussion before. >We consider that as a wrong usage. >The correct method would be to create transformer and >to do multiple transformations like >transformer.transform(xmlSource;outputTarget); >transformer.transform(xmlSource;outputTarget); To help clarify what Gretchen has already implied; I believe that this doesn't complete the story. Xalan currently fails unneccessarily if 'xmlSource' is an XMLFilter chain headed by an XML source The XMLFilter chain should be reusable with only the source is refreshed. But at the end of the TransformerImpl.transformNode() call; the DTMManager is erased by the call to XPathContext.reset() as cited by Gretchen. This manager is what binds the XMLFilter to e.g. its stylesheet. Therefore; until this bug is repaired; the filter chain cannot be reused. That's a shame because I suspect that setting up the filter chain (eg reading the stylesheet from disk) is more work than constructing the transformer. In case it isn't obvious; a workaround re-creates the XMLFilter chain each time is it transformed. I did not find this bug report at first. Sorting out why I was getting a NullPointerException was a lot of work; partly because Xalan is built in to the JDK runtime but the 'endorsed' jar files are stored in common/endorsed under tomcat rather than JDK's endorsed (surprise ;-). In addition; Xalan has another bug in DTMManagerDefault.getDTM() (incorrectly returns the null this thread discusses) and one in TransformerImpl.run() (inappropriate throw calls). I will enter these as new bugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58874,,,,,,,,Committing to https://svn.apache.org/repos/asf/mina/sshd/trunk ... M sshd-core/src/main/java/org/apache/sshd/client/UserAuth.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthAgent.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPassword.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPublicKey.java M sshd-core/src/main/java/org/apache/sshd/client/session/ClientSessionImpl.java M sshd-core/src/main/java/org/apache/sshd/common/Session.java M sshd-core/src/main/java/org/apache/sshd/common/session/AbstractSession.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/channel/ChannelSession.java M sshd-core/src/main/java/org/apache/sshd/server/command/ScpCommand.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/session/ServerSession.java Committed r1039541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57316,,,,,,,,Fixed with the referenced change.,This doesn't appear to affect 4.1.3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37179,,,,,,,,Patch over 1.2.12.3 branch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22691,,,,x,X,,,By the way; the javadoc for the minimum and maximum validators are still not updated (and incorrect). They need to be precise as to whether or not the endpoints are included. For example: * Gets a Double maximum validator for checking if an number is smaller than the given maximum Should read 'is at most' or 'smaller than or equal to'. Same with the other validators (including the range validators).,It's a beautiful fix; it took me a while to understand it. :-) Double.MIN_VALUE is *REALLY* counterintuitive (especially considering Integer.MIN_VALUE). bsh % -1.0 < Double.MIN_VALUE; <true> bsh % -1 < Integer.MIN_VALUE; <false> I still think it's a good idea to deprecate POSITIVE and NEGATIVE as Igor suggested and at least cleary mention the API change; because there will probably be people depending on the old behavior.,this works to /** * a validator for ensuring for a positive number value */ public static final NumberValidator POSITIVE = minimum(Double.MIN_VALUE); /** * a validator for ensuring a negative number value */ public static final NumberValidator NEGATIVE = maximum(-Double.MIN_VALUE); But maybe seb can shoot a hole in this. But my added unit test say it works! I added numerous unit test on the way for the NumberValidator classes. So we have even a better coverage!,imho parameters should always be INCLUSIVE. so range (3;5) should accept 3;4;5. minumum(0) should accept 0;1;2;... why do we even have POSITIVE and NEGATIVE? obviously it is rather ambiguous. lets deprecate those. i mean does it really save that much having them as global instances? they still get serialized the same...,bulk set issues to next version. I only did a quick check (and filtered some out for 1.3.1); but we can always bump em again.,The minimum validator is correct. If the value is STRICTLY LESS than the minimum; you should fail; and only then. It seems to me the javadoc is wrong there. It should read something like 'check if an integer value is at least the given minimum value'. As far as POSITIVE being a minimum(0) validator; that seems incorrect to me. And I'd prefer it if the Wicket world didn't have it's own version of mathematics. ;-) The 'inclusive' flag seems useful to me; but then the naming is a bit unintuitive in my opinion.,'hmm it all starts with the minimum(0) method;we do say there: /** * Gets a Integer minimum validator to check if a integer value is greater * then the given minimum value. * */ public static NumberValidator minimum(long minimum) { return new MinimumValidator(minimum); } but the check isn't if (value <= minimum) fail but if (value < minimum) fail now i am curious what people expect to happen.. is it including or not?? same goes for the maximum validator.. But do we change the maximum/minimum validators ? Or what i also can do is add a param to the constructors of those with an including flag.. By default it stays what it is now except for the Positive and Negative onces. Or we can always just say in a wicket world the 0 is negative and positive!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16677,,,,,,X,,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46068,,,,,,,"// Some extra previous commits could come in handy here, I'm not sure if he's angry because someone violated: 'Don't make processors that have a proper parent class also inherit from TProcessor' or he's just warning the others",Integrated in Thrift #230 (See https://builds.apache.org/job/Thrift/230/) THRIFT-1284. cpp: fix processor inheritance Don't make processors that have a proper parent class also inherit from TProcessor. Patch: Adam Simpkins bryanduxbury : http://svn.apache.org/viewvc/?view=rev&rev=1160933 Files : /thrift/trunk/compiler/cpp/src/generate/t_cpp_generator.cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12989,,,,,,,,Already resolved with WW-3414,Yeah; it can be the same. Could you check with the latest snapshot ?,Issue seems similar to WW-3414. Will update if that same fix will work with me or i should change the code to not use ArrayList in action with some null values.,It looks a bit strange; did you try to ask on the User Mailing List ? XWorkConverter shouldn't be put in the Session.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23248,,,,,,,,Fixed in trunk (r555005).,Ah; I see. I was evidently being a bit dense before; sorry. Will get around to this later today on trunk and 1.2.x branches.,Palette is constructed using a ChoiceRenderer as the 4th argument. There are 3 ways to construct a ChoiceRenderer; two of those do not require specifying an id expression because the item's index can be used instead. This works fine in most cases but not for the Palette. When creating a Palette object make sure you use a ChoiceRenderer that has been constructed with the 2-argument constructor; specifying both display and id expression.,Sorry; I don't quite follow you. How is this unclear? You need to implement an IChoiceRenderer. This clearly has two method signatures you need to implement; which are both properly javadoc'ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57081,,,,,,,,Closing as fixed.,The output from the test is below. Looks like the assertion is unrelated to the SIGHUP problem. INFO (S1) (10 lines): TEXT: COMPILER: IBM VisualAge C++; _IBMCPP_ = 900 ENVIRONMENT: powerpc/LP64 running aix-5.3 FILE: 18.setjmp.cpp COMPILED: Nov 21 2007; 16:53:28 COMMENT: header <setjmp.h> ############################################################ CLAUSE: support.runtime ASSERTION (S7) (4 lines): TEXT: macro setjmp not #defined CLAUSE: support.runtime LINE: 66 ---------------------- -------- -------- ---------+ DIAGNOSTIC ACTIVE TOTAL INACTIVE ---------------------- -------- -------- ---------+ (S1) INFO 1 1 0% (S7) ASSERTION 1 4 75% ---------------------- -------- -------- ---------+,Looks like the SIGHUP has disappeared from nightly AIX/XLC++ builds after fixing STDCXX-654 even though 18.setjmp now fails 1 assertion. Travis; can you look into it (and maybe open a new issue; if necessary)?,Now that 4.2.0 is released; set Affects Version(s) accordingly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
