id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1
68066,,,,,x,,,Fixed. Sorry for long waiting. I didn't find the time. Author: tterm Date: Mon Jul 21 01:53:35 2008 New Revision: 678365 URL: http://svn.apache.org/viewvc?rev=678365&view=rev Log: Preserving or configuring content-type of http-header Modified: servicemix/smx3/branches/servicemix-3.2/deployables/bindingcomponents/servicemix-http/src/main/java/org/apache/servicemix/http/HttpEndpoint.java servicemix/smx3/branches/servicemix-3.2/deployables/bindingcomponents/servicemix-http/src/main/java/org/apache/servicemix/http/processors/ProviderProcessor.java,,,,,
17895,,,,,,,,Verified. I added the info to the RELEASE_NOTES file.,,,,,
20258,,,,,,,,By the way; from my point of view 'Resolution: Fixed Fix Version/s:1.4.16' is much more suitable here than 'Resolution: Cannot Reproduce',,,,,
53284,,,,,,,,Resolved in Version 1.2_QA_B1 . Therefore will be closing the issue,,,,,
43512,,,,,,,,I think you have enable ajax. f:loadBundle has only request scope. If you request the table sort the ajax response didn't know anything about the resource bundle. Please use tc:loadBundle it has session scope. But tc:loadBundle has a different semantic. Please consult the demo or other examples how to use it.,,,,,
64751,x,,,,,,,Thanks for the patch JÌ_rgen. Revision 1028760.,,,,,
81230,,,,,,,,The above commits were approved by Justin on the dev list; and have now been merged to the 0.18 branch.,,,,,
23492,,,,,x,,,behvaiors:ajax calls is not always 1:1. some behaviors are purely clientside. also; this comes up often so we should offer the devs a choice to do this even if it can have unwanted sideeffects.,,,,,
44105,,,,,,,,Closed due to the release of Tiles 2.1.0.,,,,,
13391,,,,,x,,,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course; XWorkBasicConverter fails to convert successfully and throws an XWorkException; then it is downhill from there on. When attempting to find the method to call in OgnlRuntime it appears to look for a String parameter; when it should be looking for the java.sql.Timestamp parameter.,,,,,
30436,,,,,x,x,,This one will probably not make 2.1 release. It is some bug in the SWT impl on the Mac; but for widgets that are now 'deprecated' in Eclipse. The fix will include upgrading the widgets used (and losing Eclipse compatiblity for levels prior to 3.1 I think - which was why this upgrade wasn't done earlier).,,,,,
22447,,,,,,,,A RangeValidator exists by now which looks very similar to yours.,,,,,
31554,,,,,,,,Dave has let me know that this has resoved the issue,,,,,
53769,x,,,,x,,,åÊåÊåÊ[[ Old comment; sent by email on 16 Aug 2006 02:55:27 -0000 ]] Hi Kalpesh; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊThanks for Your response. But the issue is that; I might be having 50 or even 500 multi select boxes in my application depending upon the records in my database. If I implement reset method; I dont want to iterate each check box and reset it to a default value. Is there any way to reset all the multi select boxes to a default value; in one shot. As per your suggestion; I need to get the request parameters and compare their values with those of the multi select box selected options and reset it accordingly? My question here is; multi-selectbox A(String[]) is having a default value null. Once data is loaded from database A's value is {x;y}. If user unselects both the x and y in browser for this multi-select box then it is still showing the {x;y} in my Action class when I pass the values back to database. what I'm expecting is a null value for A. Please let me know how to resolve this. Thanks and Regards; Sreedhar. http://issues.apache.org/struts/browse/STR-2927?page=comments#action_37962 ] the request only if the checkbox/select is selected. If you dont unselect it; you wont get the key=value in your request. method of the ActionForm; reset the value for the array i.e. retaining previous values if none is selected. ----------------------------------------------------------------------------- ----------------------------------- URL: http://issues.apache.org/struts/browse/STR-2927 Struts 1 Affects Versions: 1.2 Family is the HTML for my element. size='3' ><option value='1'>ABC</option> selected='selected'>DEF</option> <option value='6' selected='selected'>JKL</option> value='9'>MNO</option> selected='selected'>VWX</option> selected='selected'>YZA</option> <option value='1111'>FFFFF</option> <option value='209'>TQPN</option> </select> database. If I re-visit the application and deselect all the options selected in this box; it is not reflecting to show empty list. I'm using a string array in my form bean to hold these values. the String array should be empty or null. But it is still holding the previous set of values. any other action(selecting other values or deselecting one or more by keeping atleast one value selected) it works fine. automatically generated by JIRA. contact one of the administrators: http://issues.apache.org/struts/secure/Administrators.jspa information on JIRA; see: http://www.atlassian.com/software/jira,,,,,
14206,,,,,,,,Ported the solution of WW-2551 to the Struts 2.0 branch.,,,,,
64300,,,,,,,,closing.,,,,,
49361,,x,,,,,,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: åÊåÊåÊåÊ* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) åÊåÊåÊåÊ* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) åÊåÊåÊåÊ* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) åÊåÊåÊåÊ* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) åÊåÊåÊåÊ* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) åÊåÊåÊåÊ* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) åÊåÊåÊåÊ* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118),,,,,
5491,,,,,,,,reg_name has been accepted as valid URI syntax since Xerces 2.6.0. This may change in the future if XML Schema 1.0 moves up to the RFC 3986 syntax which excludes this production. Xerces CVS currently supports the XML Schema 1.0; 2nd edition which still references RFC 2396 for the anyURI type. The version of XML Schema 1.0 supported will be clearly marked in the documentation. The relevant RFCs for anyURI may be emphasized in a FAQ.,,,,,
34194,x,,,,,,,Patch applied. Thanks!,,,,,
45877,,,,,,,,Integrated in Thrift #426 (See https://builds.apache.org/job/Thrift/426/) THRIFT-1532/ THRIFT-1475 - fix record generation for erlang (Revision 1303663) Result = SUCCESS molinaro : http://svn.apache.org/viewvc/?view=rev&rev=1303663 Files : /thrift/trunk/compiler/cpp/src/generate/t_erl_generator.cc /thrift/trunk/lib/erl/Makefile.am /thrift/trunk/lib/erl/test/Thrift1475.thrift,,,,,
22766,,,,,,,,Fixed and I've tested it.,,,,,
71085,,,,,,,,Linked the API docs from the main navigation which completes this task for now.,,,,,
19905,,,,,x,,,Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.,,,,,
43983,,,,,,,,Closed due to the release of Tiles 2.1.1,,,,,
79309,,,,,,,,Closing old resolved issues,,,,,
60790,,,,,,,,build.xml cleanup... Committed revision 1368286. - trunk Committed revision 1368287. - 4x,,,,,
11978,,,,,x,,,Unfortunatly; this minimal example is not very small ... When i try to simplify it to reduce size; it stops to crash because of different memory allocations sizes it goes through the other code branches. The problem can be reproduced only by transforming two files HAC_OPER_HIER.xml and HAC_OPER_LIST_FORM.xml with one XalanTransformer without recreating it (i modified attached xalanexe.cpp to reproduce it),,,,,
44965,,x,,,,,,TagSoup 1.2.1 is finally available; so in revision 1160599 I upgraded the dependency and removed the earlier workaround.,,,,,
63697,x,x,,,,,,Ah; fantastic - that works very well. Thanks!,,,,,
23357,,,,,,,,It is just resolved in 2.0 and the changes for 1.x have been committed at the same moment. The dot: you'll find that the xml parser is not a general purpose xml parser complying to all details of xml. It doesn't have to. It just implements what is sufficient for Wicket. If only if there is a real need to implement an additional detail; than we'll do it. The dot; though in the spec; is nowhere used. So why bother and implement,,,,,
61559,,,,,x,,,The other precedences are OK; as far as I can tell... not worth messing around in the code for no demonstrable benefit.,,,,,
23562,,,,,,,,Rolled back the change to Resource and included a FIXME that notes we don't cover all cases. But that doesn't lead to very serious problems anymore as it least the exception isn't thrown up in ComponentResourceRequestTarget anymore.,,,,,
70014,,,,,,,,Marking resolved; feel free to reopen if needed,,,,,
42670,,,,,,,,add separate handling for webkit browser,,,,,
18037,,,,,,,,r499213. The API changed as described in previous comments; so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement; but not Description.,,,,,
76631,,,,,,,,Closing resolved/won't fix issues.,,,,,
33026,,,,,,,,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,,,,,
8640,,,,,,,,I think you want the XMLBEANS project; the xml to object mapping; rather than XBEAN; reusable server components,,,,,
6272,,,,,,,,The problem is not in the SAX parser. The problem occurs if you give the -server flag to the jvm (jdk 1.4/1.3) e.g. java -server <sax parser class> on a really big file. Will cause a stackOverflow. Greg Meagher,,,,,
57286,,,,,x,,,Not quite 100% done. Will finish in 4.2.2.,,,,,
36623,,x,,,,,,Reviewed and tested. Looks good so far; so I am closing this issue.,,,,,
18301,,,,,,,,Issue is resolved. Closing per Bryant's approval to do so.,,,,,
29351,,,,,,,,This issue is maybe related to UIMA-1408.,,,,,
56124,,,,x,,,,The problem is *not* really a bug in Struts but The problem is *not* really a bug in Struts but Bug #3534 of Catalina's Warp Connector; which causes the request's wrapped input stream to be closed to early. However; Strut's shouldn't work on as nothing has happened but should throw an exception to clearly indicate the error. Otherwise it is really hard to track down any problem related with invalid data of an submitted multipart form. åÊof Catalina's Warp Connector; which causes the request's wrapped input stream to be closed to early. However; Strut's shouldn't work on as nothing has happened but should throw an exception to clearly indicate the error. Otherwise it is really hard to track down any problem related with invalid data of an submitted multipart form.,,,,,
29492,,,,,,,,I think this should be fixed/changed for uima-base too. Is there a reason it wasn't?,,,,,
65661,,,,,,,,Fixed in http://svn.apache.org/viewvc?view=revision&revision=1210845,,,,,
10101,,,,x,,,,The attached stylesheet is an invalid XML document and there is also an invalid xpath expression. Please post all files required to reproduce this bug; including any extension java files. If you can simplify the stylesheet and java files; that will be great.,,,,,
15893,,,,,,,,You are only flushing the writer; donå«t you need to close it too? writer.flush(); writer.close();,,,,,
63070,,,,,,,,Bulk close for Solr 1.4,,,,,
6555,,,,,,,,Reporter took back the issue.,,,,,
62753,x,,,,,,,Thank you!,,,,,
8098,,,,,,,,*** Bug 9236 has been marked as a duplicate of this bug. ***,,,,,
4694,,,,,x,,,As Wing Yew said; the .xsb files are not compiled Java code; so we can't generate sources for them.,,,,,
33144,,,,,,,,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,,,,,
52716,,,,,,,,Fixed in the trunk and branch,,,,,
485,,,,,,,,+1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12508207/ZOOKEEPER-1263.patch against trunk revision 1214571. +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 6 new or modified tests. +1 javadoc. The javadoc tool did not generate any warning messages. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed core unit tests. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/844//testReport/ Findbugs warnings: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/844//artifact/trunk/build/test/findbugs/newPatchFindbugsWarnings.html Console output: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/844//console This message is automatically generated.,,,,,
36911,,,,,,,,This is on top of http://svn.apache.org/repos/asf/myfaces/trinidad/branches/2.0.0.1-branch,,,,,
47248,,,,,,,,In r681863,,,,,
80768,,,,,,,,Now merged to the 0.20 release branch.,,,,,
8053,x,,,,,x,,Robert; åÊåÊåÊåÊYour patch is in; please help verify; thanks. Rgds; PeiYong,,,,,
44952,,,,,,,,As suggested above; I moved the detector classes from o.a.t.detect to o.a.t.parser subpackages in revision 1159985. That should complete the last remaining open issue with this feature; so resolving as fixed.,,,,,
46878,,,,,,,,Bryan; I agree on the folder structure change. This surely will break existing code. For your other point; it isn't really necessary that's right but in my opinion it fits much better in the Rails 'convention over configuration' principle. FYI; we are using those changes successfully in all our thrift sub-projects (we are having 5 of them).,,,,,
49893,x,,,,,,,Fixed - thanks!,,,,,
19722,,,,,,,,Just an idea: how about treating a jar as versioned resource? For example in my case that would work beautifully: my star rating component was in its own jar file; so everything would have the same version somewhere above; and all the relative URLs would resolve just fine. Since jar is pretty much invisible at runtime maybe we can have some version marker inside package; and then version in the URL can be at the level; so all other relative URLs inside package would work fine below that level. That might make sense for other cases: for example a skin for application where bunch of images and css and scripts can be packaged.,,,,,
36717,,,,,,,,UIXListView also provides selection functionality through 'selectedRowKeys',,,,,
20296,,,,,,,,Integrated in Apache Wicket 1.4.x #436 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/436/]) åÊåÊåÊåÊWICKET-3413 FLAG_INHERITABLE_MODEL and default model change reset 'inherited model' flag if model changed and a new one is not IComponentInheritedModel,,,,,
46997,x,x,,,,,,Ah; great; things are running now. Thanks guys.,,,,,
46068,,,,,,,,Integrated in Thrift #230 (See https://builds.apache.org/job/Thrift/230/) THRIFT-1284. cpp: fix processor inheritance Don't make processors that have a proper parent class also inherit from TProcessor. Patch: Adam Simpkins bryanduxbury : http://svn.apache.org/viewvc/?view=rev&rev=1160933 Files : /thrift/trunk/compiler/cpp/src/generate/t_cpp_generator.cc,,,,,
36376,,,,,x,,,Oops; commit message had wrong ticket number in it; here is the commit: Author: sjiang Date: Fri Mar 19 00:59:56 2010 New Revision: 925063 URL: http://svn.apache.org/viewvc?rev=925063&view=rev Log: TS-260: fix remap filtering and parsing of src_ip Modified: incubator/trafficserver/traffic/trunk/proxy/http2/remap/UrlRewrite.cc Modified: incubator/trafficserver/traffic/trunk/proxy/http2/remap/UrlRewrite.cc URL: http://svn.apache.org/viewvc/incubator/trafficserver/traffic/trunk/proxy/http2/remap/UrlRewrite.cc?rev=925063&r1=925062&r2=925063&view=diff,,,,,
33984,,,,,,,,reattaching with grant of license,,,,,
73415,x,,,,,,,Patch applied. Thanks,,,,,
18121,,,,,,,,Resolved with no further action; so closed.,,,,,
33812,,,,,,,,Here is a complete patch removing Composite* from the getImplementation() calls,,,,,
